id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,forkedFrom,oracles,listedAt,methodology,slug,tvl,chainTvls,change_1h,change_1d,change_7d,tokenBreakdowns,mcap,referralUrl,treasury,audit_links,openSource,governanceID,github,hallmarks,parentProtocol,wrongLiquidity,staking,assetToken,oraclesByChain,pool2,stablecoins,misrepresentedTokens,language,tokensExcludedFromParent,deadUrl,deadFrom,rugged
5294,Kyros,,-,https://kyros.fi,"Kyros is a liquid restaking protocol built on Jito (Re)staking, offering uncapped yield potential through its liquid restaking token, kySOL. As a yield-bearing asset on Solana, kySOL consolidates staking rewards, MEV rewards, and restaking rewards into a single token for optimized returns.",Solana,https://icons.llama.fi/kyros.jpg,0,,,,Liquid Staking,['Solana'],kyros/index.js,KyrosFi,[],[],1730219879.0,The TVL is calculated by summing all restaked assets.,kyros,9995814.621115161,{'Solana': 9995814.621115161},-1.5758961378296732,-2.5988261462653526,6.723453869945658,{},,,,,,,,,,,,,,,,,,,,,
1804,Zeta,,-,https://www.zeta.markets,Zeta Markets is the premier derivatives protocol on Solana.,Solana,https://icons.llama.fi/zeta.png,0,,,,Derivatives,['Solana'],zeta/index.js,ZetaMarkets,[],['Pyth'],1654452112.0,Fetches TVL from zeta's vaults and insurance fund,zeta,9614154.863933068,{'Solana': 9614154.863933068},0.09985045653708369,-0.3517922514875522,-0.13102417068769512,{},,,,,,,['zetamarkets'],,,,,,,,,,,,,,
4682,NX Finance,,-,https://nxfinance.io,NX Finance is the first Solana composable leverage protocol that integrates PointFI & yield aggregator.,Solana,https://icons.llama.fi/nx-finance.jpg,2,,,,Yield Aggregator,['Solana'],nxfinance/index.js,NX_Finance,[],['Pyth'],1716816483.0,Sum of assets deposited for lending and assets deposited as collateral for leveraging,nx-finance,9501105.668547625,{'Solana': 9501105.668547625},-0.4671210334731484,2.503150533045172,3.4783840136488777,{},,,,['https://1014032567-files.gitbook.io/~/files/v0/b/gitbook-x-prod.appspot.com/o/spaces%2FqWZZySI6X2fuVa7sc0Jn%2Fuploads%2FR1EKQQ3sseKzTPurwQot%2FSlowMist%20Audit%20Report%20-%20NX%20Finance.pdf?alt=media&token=7b7de8b2-65ee-4cda-89f8-d22b75556d5e'],,,,,,,,,,,,,,,,,
1356,Hubble,solana:HBB111SCo9jkCejsZfz8Ec8nH7T6THF8KEKSnvwT6XK6,HBB,https://hubbleprotocol.io,"Hubble's Phase 1 launches a Solana native crypto-backed stablecoin, USDH, that earns users a yield on their multi-asset collateral. Phases 2 and 3 will launch DeFi structured products and undercollateralized loans.",Solana,https://icons.llama.fi/hubble.jpg,2,,hubble,16643,CDP,['Solana'],hubble/index.js,HubbleProtocol,,['Pyth'],1643884771.0,,hubble,7133003.096348969,"{'Solana': 7133003.096348969, 'Solana-staking': 945406.5034166371, 'staking': 945406.5034166371}",-0.10443586035786723,-1.799886044499715,6.766740865622793,{},4432756.505152182,,,['https://hubble-markets.gitbook.io/hubble-protocol-official-docs/documentation/security-audits'],,,['hubbleprotocol'],,,,945406.5034166371,,,,['usdh'],,,,,,
5305,Synatra,,-,https://synatra.xyz,"Synatra is a synthetic staking protocol providing a UX that feels traditional to traditional receipt token staking. The value accrued is achieved using various on-chain strategies such as lending, basis farming, and other automation instead of conventional staking via validators.​​​​​​​​​​​​​​​​",Solana,https://icons.llama.fi/synatra.jpg,2,,,,Yield Aggregator,['Solana'],synatra/index.js,synatraxyz,[],['Switchboard'],1730369210.0,Tracks tvl via number of tokens currently minted for each pool.,synatra,7116365.715327997,{'Solana': 7116365.715327997},0.0,1.686056892112319,39.299070149169495,{},,,,['https://1674869739-files.gitbook.io/~/files/v0/b/gitbook-x-prod.appspot.com/o/spaces%2FdRFaAQj48kjoF2MVHWg3%2Fuploads%2Fgit-blob-872bdeabd149767b507ca905eef51a100eb243cd%2FSynatra-Sep-2024-OffsideLabs.pdf?alt=media'],,,,,,,,,,,,,,,,,
487,Sunny,solana:SUNNYWgPQmFxe9wTZzNK7iPnJ3vYDrkgnxJRJm1s3ag,SUNNY,https://sunny.ag,"Sunny is a composable DeFi yield aggregator powered by Solana, one of the fastest growing blockchain ecosystems. The Sunny Protocol is designed with composability as a core feature, enabling other applications and protocols to easily build on top of it.",Solana,https://icons.llama.fi/sunny.svg,0,,sunny-aggregator,11612,Yield,['Solana'],sunny.js,SunnyAggregator,,,,"TVL counts LP token deposits made to Sunny Aggregator. CoinGecko is used to find the price of tokens in USD, only the original ""SOL"" token price is used for all existing variations of the token.",sunny,6445950.5719254725,{'Solana': 6445950.5719254725},-1.2537206718724718,-1.7289738196141826,9.730314219164,{},0.0,,,,False,,,"[[1659975842, 'Code refactor, fix tvl computation']]",,,,,,,,,,,,,
2511,HawkFi,,-,https://hawksight.co,HawkFi is the leading analytics & automation platform for on-chain market makers to get the smartest yield on Solana memecoins and ecosystem tokens. HawkFi currently automates market making for Meteora DLMM (Dynamic Liquidity Market Making) and Orca CLMM (Concentrated Liquidity Market Making).,Solana,https://icons.llama.fi/hawkfi.jpg,2,,,,Liquidity manager,['Solana'],hawksight/index.js,HawksightCo,[],[],1675781739.0,Sums the total value locked of all strategies in Hawksight,hawkfi,5960368.574915149,"{'Solana-staking': 78385.24858932183, 'Solana': 5960368.574915149, 'staking': 78385.24858932183}",0.5754762293923079,0.3529914872193416,20.238412771148774,{},,,,['https://hawksight.gitbook.io/whitepaper/security-audits'],,,,,,,78385.24858932183,,,,,,,,,,
2600,Symmetry,,-,https://symmetry.fi,Solana's on-chain asset management infrastructure layer,Solana,https://icons.llama.fi/symmetry.png,2,,,,Indexes,['Solana'],symmetry/index.js,symmetry_fi,[],"['Pyth', 'Switchboard']",1677438953.0,,symmetry,5671317.428302602,{'Solana': 5671317.428302602},-0.3778470222230226,-2.2103742355841973,8.158246588732766,{},,,,['https://twitter.com/symmetry_fi/status/1593286912252461060'],,,['symmetryinvestments'],,,,,,,,,,,,,,
5171,Solbank Finance,solana:8twuNzMszqWeFbDErwtf4gw13E6MUS4Hsdx5mi3aqXAM,SB,https://solbank.finance,"First mover DeFi hedge fund on Solana enabling high-APY staking, meme farming and more",Solana,https://icons.llama.fi/solbank-finance.jpg,0,,,,Yield,['Solana'],solbank-finance/index.js,Solbankfi,[],[],1727088061.0,,solbank-finance,5510294.660602895,"{'Solana-staking': 3217772.0946398997, 'Solana': 5510294.660602895, 'staking': 3217772.0946398997}",-1.9369016751801666,-12.512832223758409,-9.679282670772523,{},,,,,,,['SolbankFinance'],,,,3217772.0946398997,,,,,,,,,,
5347,OpenDelta Perpetual Bond,solana:opbrKSFxFXRHNg75xjpEAbJ5R6e6GYZ6QKEqdvcBq7c,OPB,https://www.opendelta.com/,"OpenDelta's perpetual bond (OPB) is created by hedging Bitcoin collateral across a variety of global derivatives exchanges in a trust-minimized way. This process creates a position that’s stable in dollar terms, protects the holder against downside risk, and earns continuous yield from the derivatives market funding rate.",Solana,https://icons.llama.fi/opendelta-perpetual-bond.jpg,0,,,,Basis Trading,['Solana'],opendelta/index.js,opendelta_,[],[],1731494862.0,"TVL is calculated by multiplying the OPB token supply by the current USD value of 1.0 OPB. Initially worth $1.0, 1.0 OPB now reflects its increased value from accrued interest, derived using amountToUiAmount approach of Solana Token2022 Interest Bearing extension.",opendelta-perpetual-bond,5036715.261284552,{'Solana': 5036715.261284552},0.001129510076623319,0.030630733134827892,,{},,,,,,,,,,,,,,,,True,,,,,
1684,Dual Finance,solana:DUALa4FC2yREwZ59PHeu1un4wis36vHRv5hWVBmzykCJ,DUAL,https://beta.dual.finance,"Incentive Liquidity Infrastructure. Provides token communities with sustainable ways to generate value & token liquidity from their treasuries. Through liquid option based incentives, tools and services, Dual Finance unleashes participation in decentralized communities",Solana,https://icons.llama.fi/dual-finance.png,0,,dual-finance,,Options,['Solana'],dual/index.js,DualFinance,[],['Pyth'],1650933184.0,,dual-finance,4639680.6166672725,"{'Solana-staking': 4639680.616667272, 'Solana': 4639680.6166672725, 'staking': 4639680.616667272}",-2.2061665348179957,-15.639507446138907,57.35967128385195,{},,,,,,,['Dual-Finance'],,,,4639680.616667272,,,,,,,,,,
1191,Katana,,-,https://app.katana.so,Katana is a yield generation protocol on Solana designed to generate sustainable yield from automated option strategies.,Solana,https://icons.llama.fi/katana.png,0,,,,Options Vault,['Solana'],katana/index.js,Katana_HQ,,['Pyth'],1641359167.0,Snapshots of the TVL from app.katana.so are saved periodically into the statistics repo,katana,3705115.813725092,{'Solana': 3705115.813725092},-0.727060434276936,-1.9310882868263377,7.608493088365236,{},,,,,False,,,,,,,,,,,,,,,,
2322,OpenBook,,-,https://openserum.io,OpenBook is a community-led fork of the Serum V3 program. The CLOB formerly known as Serum V3.,Solana,https://icons.llama.fi/openbook.jpg,0,,,,Dexes,['Solana'],openbook/index.js,openbookdex,[],[],1669735243.0,,openbook,3288708.7658791277,{'Solana': 3288708.7658791277},,,,{},,,,,,,['openbook-dex'],,,,,,,,,,,,,,
536,Larix,solana:Lrxqnh6ZHKbGy3dcrCED43nsoLkM1LTzU2jRfWe8qUC,LARIX,https://projectlarix.com,The first Metaverse based Finance Protocol on Solana.,Solana,https://icons.llama.fi/larix.jpg,2,,larix,11911,Lending,['Solana'],larix.js,ProjectLarix,,['Pyth'],,,larix,3254515.42677671,"{'Solana': 3254515.42677671, 'Solana-borrowed': 6279750.298550667, 'borrowed': 6279750.298550667}",0.21282065191803667,-1.1200360105370777,3.767454770424422,{},0.0,,,['https://docs.projectlarix.com/how-to-prove/audit'],False,,,,,,,,,,,,,,,,
3903,Rain.fi,,-,https://rain.fi,"Rain.fi is a P2P lending protocol that let anyone create their own lending pool with custom interest and conditions in order to lend on several type of assets like Tokens, NFTs and RWA using the same liquidity.",Solana,https://icons.llama.fi/rain.fi.jpg,2,,,,Lending,['Solana'],rain/index.js,RainFi_,[],"['TWAP', 'Pyth', 'Switchboard']",1702295258.0,,rain.fi,3234455.681423117,"{'Solana-borrowed': 1140693.0549424933, 'Solana': 3234455.681423117, 'borrowed': 1140693.0549424933}",0.1816732279390294,-3.688465610327114,-3.041776731022196,{},,,,['https://rain.fi/security-audit'],,,,,,,,,,,,,,,,,
5333,Carrot,solana:CRTx1JouZhzSU6XytsE42UQraoGqiHgxabocVfARTy2s,CRT,https://use.deficarrot.com/,"A liquid yield bearing token that maximizes your earned interest on stablecoins, consistently increasing the token value by intelligently routing funds to capture the highest available yield, without adding speculation risk",Solana,https://icons.llama.fi/carrot.jpg,2,,carrot-2,,Yield Aggregator,['Solana'],carrot/index.js,DeFiCarrot,[],[],1731107322.0,"TVL calculated by calling the onchain state of the CRT Vault accounts, and tallying the balance of each strategy.",carrot,3053699.8504700144,{'Solana': 3053699.8504700144},0.09696860840533361,0.6980949436898385,,{},3059197.702223867,,,['https://deficarrot.com/assets/carrot_final_report.pdf'],,,,,,,,,,,,,,,,,
469,Port Finance,solana:PoRTjZMPXb9T7dyU7tpLEZRQj7e6ssfAE62j2oQuc6y,PORT,https://port.finance,"Port Finance is a decentralized Money Market protocol on Solana, aiming to provide a full suite of lending products including but not limited to: variable rate lending, fixed rate lending and interest rate swaps.",Solana,https://icons.llama.fi/port-finance.png,2,,port-finance,11220,Lending,['Solana'],portfinance/index.js,port_finance,,['Pyth'],,,port-finance,2776388.6933099222,{'Solana': 2776388.6933099222},0.07743639085727239,-1.2646656781387833,4.160979075205873,{},284971.4241332172,,,"['https://drive.google.com/file/d/16X4Su-zuxIxcCLbf7-dC2hQJdUW7oDaf/view?usp=sharing', 'https://drive.google.com/file/d/1iRy6v6_CsJKXOBSk_6mg4kmqvBL-Aqlj/view?usp=sharing', 'https://drive.google.com/file/d/1HHHveh99XGfvkyqBZWvzzdNMot2ETm9q/view?usp=sharing']",,,['port-finance'],,,,,,,,,,,,,,
4517,1INTRO,solana:inTCqHJaLAETUxvRZ2kC45G2sThq9BFWVimfaQw7t6w,INTRO,https://www.1intro.com,"1INTRO redefines the finance ecosystem on Solana with a smart platform that uses AI to improve Liquidity Bootstrapping Pool (LBP), DEX, and token deployment, elevating both the user experience and operational efficiency",Solana,https://icons.llama.fi/1intro.png,2,,1intro,30742,Dexes,['Solana'],1intro/index.js,1intro,[],[],1713929546.0,,1intro,2765182.931185129,{'Solana': 2765182.931185129},-0.6561538972619729,-1.1547756745386266,2.5854450287981194,{},1415475.1350834325,,,"['https://files.1intro.com/public/SecurityCodeReview.pdf', 'https://files.1intro.com/public/SecurityCodeReview1DEX.pdf']",,,,,,,,,,,,,,,,,
4734,stabble,,-,https://stabble.org,Solana's first frictionless liquidity and trading layer,Solana,https://icons.llama.fi/stabble.png,2,,,,Dexes,['Solana'],stabble/index.js,stabbleorg,[],[],1717693423.0,,stabble,2671520.035888491,{'Solana': 2671520.035888491},-0.43215581281705795,8.586692325747464,19.140924917722273,{},,,,['https://github.com/stabbleorg/audit-reports'],,,['stabbleorg'],,,,,,,,,,,,,,
1062,Chest Finance,,-,https://www.chestfinance.xyz/,Earn yield on the largest protocols on Solana: All of the collateral deposited to Chest is actively staked to earn additional yield for the users. Earn yield on option strategies: Every week Chest vaults run automated call-cover and put-cover options to earn yield for its users,Solana,https://icons.llama.fi/chest-finance.jpg,0,,,,Options Vault,['Solana'],chest-finance/index.js,chestfinance,,['Pyth'],1640040907.0,Summing balances of all chests of chest finance,chest-finance,2496778.2690530997,{'Solana': 2496778.2690530997},-1.023901512812401,-1.605786410657828,6.118578204153451,{},,,,,False,,,,,,,,,,,,,,,,
4531,International Stable Currency,,-,https://www.isc.money,International Stable Currency (ISC) is yield-bearing stablecoin pegged to a basket of real world assets,Solana,https://icons.llama.fi/international-stable-currency.png,0,,,,RWA,['Solana'],international-stable-currency/index.js,ISC_money,[],[],1714244597.0,Supply of ISC multiplied by the price of ISC in USD.,international-stable-currency,2032004.04802486,{'Solana': 2032004.04802486},1.1111111111111143,1.1111101159259675,-2.9914300554878537e-05,{},,,,,,,['TheISCTeam'],,,,,,,,['international-stable-currency'],,,,,,
5265,RateX,,-,https://rate-x.io,World’s 1st Leveraged Yield Exchange,Solana,https://icons.llama.fi/ratex.jpg,2,,,,Yield,['Solana'],rate-x/index.js,RateX_Dex,[],[],1729682377.0,"TVL is calculated by summing the value of the traders' vault, LP vault, and earn vault.",ratex,1939873.0382205446,{'Solana': 1939873.0382205446},-1.492006614683774,-2.3263160902324245,9.653403921436706,{},,,,['https://github.com/RateX-Protocol/Audit-Report/blob/main/RateX-Sep-2024-OffsideLabs.final.pdf'],,,,,,,,,,,,,,,,,
2822,Bonkswap,,-,https://bonkswap.io,Building the Nexus of Degeneracy on Solana,Solana,https://icons.llama.fi/bonkswap.jpg,0,,,,Dexes,['Solana'],bonkswap/index.js,Bonkswap_io,[],[],1681384865.0,,bonkswap,1875987.007488504,{'Solana': 1875987.007488504},-0.44981171956686694,-4.366176735302517,34.41961726843746,{},,,,,,,,,,,,,,,,,,,,,
780,Apricot Finance,solana:APTtJyaRX5yGTsJU522N4VYWg3vCvSb65eam5GrPT5Rt,APT,https://apricot.one/#/,Apricot is a next-gen lending protocol that supports leveraged yield farming on Solana. Our mission is to help users maximize yield while protecting their downsides.,Solana,https://icons.llama.fi/apricot-finance.jpg,2,,apricot,13473,Lending,['Solana'],apricot.js,ApricotFinance,,['Pyth'],1636003606.0,"TVL consists of deposits made to the protocol and like other lending protocols, borrowed tokens are not counted",apricot-finance,1503048.0450244762,{'Solana': 1503048.0450244762},-0.4871577976877717,-1.2542742598764676,-10.411110408311757,{},32177.83969056324,,,,False,,,,,,,,,,,,,,,,
653,Atrix,,-,https://www.atrix.finance,A Serum-based AMM on Solana allowing for permissionless liquidity and farming.,Solana,https://icons.llama.fi/atrix.png,0,,,,Dexes,['Solana'],atrix.js,AtrixProtocol,,,,,atrix,1372292.099636696,{'Solana': 1372292.099636696},-0.7879926162777622,-1.8150195995818166,3.6100865156177235,{},,,,,False,,,"[[1665521360, 'Mango Markets Hack'], [1667865600, 'FTX collapse']]",,,,,,,,,,,,,
2193,Amulet Liquidity Staking,,-,https://appv1.amulet.org/,"Amulet's optimized staking algorithm enables users to earn PoS staking rewards on Solana without locking in their funds. Users can get instant liquidity for their staked $SOL and participate in DeFi with $amtSOL, Amulet's $SOL derivative.",Solana,https://icons.llama.fi/amulet-liquidity-staking.jpg,2,,,,Liquid Staking,['Solana'],amulet-liquidity-staking/index.js,AmuletProtocol,[],[],1666174560.0,"Amulet enables users to earn PoS staking rewards on Solana by staking SOL and mint amtSOL. Hence, the amount of SOL staked are counted as our TVL for Amulet Liquidity Staking which the value are calculated based on the price get from Coingecko.",amulet-liquidity-staking,1156562.88,{'Solana': 1156562.88},1.3191855463148698,-16.790075659861273,-8.651513262392015,{},,,,['https://files.amulet.org/public/AmuletGlobalMTRLabs.pdf'],,,,"[[1667692800, 'FTX collapse']]",parent#amulet,,,,,,,,,,,,
1172,PsyOptions,solana:PsyFiqqjiv41G7o5SMRzDJCu4psptThNR2GtfeGHfSq,PSY,https://www.psyoptions.io,"Trade on-chain, asset settled, American style options for $BTC & $ETH",Solana,https://icons.llama.fi/psyoptions.png,2,,psyoptions,16896,Options,['Solana'],psyoptions/index.js,PsyOptions,,['Pyth'],1641069495.0,,psyoptions,989217.4823302377,{'Solana': 989217.4823302377},-1.1797316469229742,-1.9630584762800396,4.239394657724077,{},239680.50700546434,,,['https://uploads-ssl.webflow.com/62c82c6d2ffe37f2356d8f28/62fd49a04b1b9b62fcf5786f_PUBLIC_RELEASE_PSYOPTIONS.pdf'],,,['mithraiclabs'],"[[1717977600, 'Withdrawal Only Mode Announced']]",,,,,,,,True,,,,,
739,Aldrin,solana:E5ndSkaB17Dm7CsD22dvcjfrYSDLCxFcMd6z8ddCk5wp,RIN,https://aldrin.com,Aldrin's mission is to simplify DeFi and create powerful tools for all traders to succeed.,Solana,https://icons.llama.fi/aldrin.png,2,,aldrin,10935,Dexes,['Solana'],aldrin/index.js,Aldrin_Exchange,,,1635802554.0,,aldrin,843448.7598980396,"{'Solana-staking': 19922.957779061384, 'Solana': 843448.7598980396, 'staking': 19922.957779061384}",-1.1795459738717824,-2.4559005644716905,4.923457616811461,{},186109.85960573985,,,['https://dex.aldrin.com/877f900320eec44c13409814fe473fb7.pdf'],False,,,"[[1665521360, 'Mango Markets Hack']]",,,19922.957779061384,,,,,,,,,,
3881,Banx,solana:BANXbTpN8U2cU41FjPxe2Ti37PiT5cCxLUKDQZuJeMMR,BANX,https://banx.gg,"Blazing fast, perpetual AF. Borrow from JPEGs",Solana,https://icons.llama.fi/banx.jpg,0,,banx,,NFT Lending,['Solana'],banx/index.js,banx_gg,[],[],1701698566.0,,banx,823336.5699737055,"{'Solana-borrowed': 1731289.9151298555, 'Solana': 823336.5699737055, 'borrowed': 1731289.9151298555}",,,,{},0.0,,,,,,,,,,,,,,,,,,,,
1262,Saros,solana:SarosY6Vscao718M4A778z4CGtvcwcGef5M9MEH1LGL,SAROS,https://dex.saros.xyz/,"One decentralized and permissionless platform for you to swap, stake, and invest with the low-cost, high efficiency and ultimate experience",Solana,https://icons.llama.fi/saros.svg,2,,saros-finance,29082,Dexes,['Solana'],saros/index.js,saros_xyz,,,1642193205.0,TVL includes the total token value inside the protocol's liquidity pools.,saros,790990.5082825947,{'Solana': 790990.5082825947},-0.030119802569331,-1.8691151452769361,0.616475779205004,{},4307072.019847953,,,['https://app.inspex.co/library/saros-finance#?scope=saros-finance'],False,,,,,,,,,,,,,,,,
3559,Armada,,-,https://app.armadafi.so/,"Armada's suite of tools revolutionizes how tokens are launched and managed, giving project treasuries the power to seamlessly unlock initial token distribution, liquidity, price discovery, and protocol revenue management",Solana,https://icons.llama.fi/armada.png,0,,,,Liquidity manager,['Solana'],armada/index.js,ArmadaFi,[],[],1695705814.0,,armada,736772.9023690383,{'Solana': 736772.9023690383},-0.1915704858277678,-0.9150316143301325,3.7274083541255294,{},,,,,,,,,,,,,,,,True,,,,,
1402,UXD,solana:UXPhBoR3qG4UCiGNJfV7MqhHyFqKN68g45GoYvAeL2M,UXP,https://uxd.fi/,Fully collateralized decentralized stablecoin backed by the Asset Liability Management Module,Solana,https://icons.llama.fi/uxd.png,2,,uxd-protocol-token,15028,Decentralized Stablecoin,['Solana'],uxd/index.js,UXDProtocol,,,1644696944.0,,uxd,701825.3637341098,{'Solana': 701825.3637341098},0.0,0.19280413386996997,-0.30403402616472874,{},105509121.51313137,,,['https://docs.uxd.fi/uxdprotocol/resources/audits'],False,['eip155:42161:0x8dEc1460C23767e17557f163d8Fe39AF37A244Bb'],,,,,,,,,['uxd-stablecoin'],,Rust,,,,
2842,Sharky,solana:SHARKSYJjqaNyxVfrpnBN9pjgkhwDhatnMyicWPnr1s,SHARK,https://sharky.fi,Sharky is the first escrowless NFT lending and borrowing protocol on Solana. Users can borrow SOL against their NFTs or Lend SOL and earn a high % APY.,Solana,https://icons.llama.fi/sharky.jpg,0,,sharky-fi,30666,NFT Lending,['Solana'],sharky/index.js,SharkyFi,[],[],1681557908.0,TVL is the total principal of all current offers and taken loans.,sharky,580297.0017198026,"{'Solana-borrowed': 1850239.5452208356, 'Solana': 580297.0017198026, 'borrowed': 1850239.5452208356}",2.8657000327551003,-25.27717102645957,12.546636404476686,{},0.0,,,,,,,,,,,,,,,,,,,,
4732,Divvy.Bet,,-,https://app.divvy.bet,Frictionless betting experience powered by Solana with no signups or deposits,Solana,https://icons.llama.fi/divvy.bet.png,0,,,,Prediction Market,['Solana'],divvy-bet/index.js,DivvyBet,[],[],1717683159.0,,divvy.bet,563352.7291165846,{'Solana': 563352.7291165846},-0.15775894362366216,9.62956164226678,43.821819691855495,{},,,,,,,['DivvyBet'],,,,,,,,,,,,,,
5105,Adrastea,,-,https://adrastea.fi,"Adrastea is a composable leverage protocol that facilitates isolated boosting, with a primary mission to simplify the process and amplify the yield.",Solana,https://icons.llama.fi/adrastea.jpg,2,,,,Yield,['Solana'],adrastea/index.js,AdrasteaFinance,[],[],1725543364.0,,adrastea,488676.1213976823,{'Solana': 488676.1213976823},-0.7163887535019313,-0.2579374106991139,-3.6925797274265193,{},,,,['https://github.com/OffsideLabs/reports/blob/public/audits/Adrastea-Aug-2024-OffsideLabs.pdf'],,,,,parent#adrastea,,,,,,,,,,,,
3184,Jet Margin,solana:JET6zMJWkCN9tpRT2v2jfAmm5VnQFDpUBCyaKojmGtz,JET,https://app.jetprotocol.io/,"Jet Protocol Margins product offers a unique margin account system that allows users to leverage their deposits as collateral for borrowing or risk positioning, while ensuring protocol safety through a built-in liquidation mechanism to cover debts when necessary",Solana,https://icons.llama.fi/jet.jpg,2,,,,Lending,['Solana'],jetprotocol-v2-margin/index.js,JetProtocol,,['Pyth'],1688231574.0,"Add all the SOL in the pools, NFT value is not included in tvl",jet-margin,475557.3951491095,{'Solana': 475557.3951491095},-1.867225391928642,-2.682138913223781,6.3211667278823,{},,,,['https://docs.jetprotocol.io/jet-protocol/audit-reports'],,,,,parent#jet,,,,,,,,,,,,
1531,01,,-,https://01.xyz/,"Fully decentralized orderbook based derivatives dex allowing users to trade, borrow & lend their crypto assets.",Solana,https://icons.llama.fi/01.jpg,0,,,,Derivatives,['Solana'],01/index.js,01_exchange,[],['Pyth'],1646949250.0,To obtain the tvl we're getting the vault accounts information where user deposited collateral is stored.,01,364822.8519299172,{'Solana': 364822.8519299172},-1.3033460658635931,-2.071507558848822,5.8257430752377815,{},,,,,,,,"[[1667865600, 'FTX collapse']]",,,,,,,,,,,,,
5349,Manifest Trade,,-,https://manifest.trade/,"Manifest is the 3rd generation CLOB DEX on Solana, the spiritual successor to Openbook and Serum.",Solana,https://icons.llama.fi/manifest-trade.jpg,0,,,,Dexes,['Solana'],manifest-trade/index.js,ManifestTrade,[],[],1731495426.0,,manifest-trade,330313.5225791814,{'Solana': 330313.5225791814},0.1840854461962067,-16.523856506384675,,{},,,,,,,,,,,,,,,,,,,,,
4572,GuacSwap,solana:AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR,GUAC,https://guacamole.gg,Unlock the Power of Guacamole's Growing Ecosystem: Dive into Our Seamless Solana-based AMM for a User-Centric Experience,Solana,https://icons.llama.fi/guacswap.png,0,,,,Dexes,['Solana'],guacswap/index.js,guac_gg,[],[],1715089507.0,,guacswap,302028.508716249,{'Solana': 302028.508716249},-1.3587657846121317,-3.23291862761252,3.316560491229012,{},,,guacswap.js,[],,,['Guacgg'],,,,,,,,,,,,,,
647,Jet V1,solana:JET6zMJWkCN9tpRT2v2jfAmm5VnQFDpUBCyaKojmGtz,JET,https://www.jetprotocol.io,"Jet is a decentralized borrowing and lending protocol built for speed, power, and scalability on Solana.",Solana,https://icons.llama.fi/jet.jpg,0,,,,Lending,['Solana'],jetprotocol.js,JetProtocol,,['Pyth'],,"TVL consists of deposits made to the protocol and like other lending protocols, borrowed tokens are not counted. Coingecko is used to price tokens.",jet-v1,293047.9516999388,"{'Solana': 293047.9516999388, 'Solana-borrowed': 50961.1970913172, 'borrowed': 50961.1970913172}",-1.7426287668931906,-2.869225247616228,5.783378029861439,{},,,,,,,,"[[1702339200, 'Jet Protocol Holdings, LLC is shutting down']]",parent#jet,,,,,,,,,,,,
2733,Citrus,,-,https://citrus.famousfoxes.com,Citrus is a P2P NFT lending platform allowing users to borrow against their NFTs as well as mortgage NFTs.,Solana,https://icons.llama.fi/citrus.jpg,0,,,,NFT Lending,['Solana'],citrus/index.js,FamousFoxFed,[],[],1679923808.0,TVL is amount of SOL available to be borrowed,citrus,279804.277572177,"{'Solana': 279804.277572177, 'Solana-borrowed': 744253.4912388208, 'borrowed': 744253.4912388208}",0.021052278504612332,-5.974874533528535,-17.17073743418956,{},,,,,,,,,,,,,,,,,,,,,
4604,Cropper CLMM,solana:DubwWZNWiNGMMeeQHPnMATNj77YZPZSAz2WVR5WjLJqz,CRP,https://cropper.finance,Cropper is a CLMM built on the Solana blockchain.,Solana,https://icons.llama.fi/cropper.png,0,,,,Dexes,['Solana'],cropper-CL/index.js,CropperFinance,[],[],1715695828.0,,cropper-clmm,278876.21950808616,{'Solana': 278876.21950808616},-0.35915186239544994,-0.4849659105883575,-1.1703293890962954,{},,,,,False,,,,parent#cropper,,,,,,,,,,,,
284,Serum Swap,,SRM,https://swap.projectserum.com/,AMM,Solana,https://icons.llama.fi/serum-swap.svg,0,,,1204,Dexes,['Solana'],serum-swap/index.js,ProjectSerum,,,,,serum-swap,252375.07581913506,{'Solana': 252375.07581913506},-0.8182791939783982,-1.4959511926047782,2.545384979391031,{},,,,,False,,,,,,,,,,,,,,,,
1412,Crema Finance,,-,https://www.crema.finance,Crema Finance is a powerful concentrated liquidity protocol built on Solana that provides superior performance for both traders and liquidity providers. It changes the Solana DeFi game by introducing a series of innovations to improve the overall capital efficiency and trading depth.,Solana,https://icons.llama.fi/crema-finance.png,0,,,,Dexes,['Solana'],crema.js,Crema_Finance,[],[],1644868985.0,,crema-finance,249041.8369944399,{'Solana': 249041.8369944399},-1.1606604939820642,-8.994681528338972,-7.111783972682417,{},,,,,False,,,,,,,,,,,,,,,,
2154,Lifinity V1,solana:LFNTYraetVioAPnGJht4yNg2aUZFXR776cMeN9VMjXp,LFNTY,https://lifinity.io/pools,The first proactive market maker on Solana designed to improve capital efficiency and reduce impermanent loss.,Solana,https://icons.llama.fi/lifinity-v1.jpg,0,,,,Dexes,['Solana'],lifinity/index.js,Lifinity_io,[],['Pyth'],1664977775.0,,lifinity-v1,211088.34036712663,{'Solana': 211088.34036712663},-0.6386383386535783,-1.6253524131524415,3.2268322174806627,{},,,,,,,,,parent#lifinity,,,,,,,,,,,,
